"Agent","AgentID","Cond","Qnum","Confidence"
"GPT",48,"4c",18,80
"GPT",48,"4c",19,100
"GPT",48,"4c",20,100
"GPT",48,"2c",1,100
"GPT",48,"2c",2,100
"GPT",48,"2c",3,100
"GPT",48,"2c",4,100
"GPT",48,"2c",5,80
"GPT",48,"2c",6,100
"GPT",48,"2c",7,100
"GPT",48,"2c",8,100
"GPT",48,"2c",9,100
"GPT",48,"2c",10,100
"GPT",48,"2c",11,100
"GPT",48,"2c",12,90
"GPT",48,"2c",13,90
"GPT",48,"2c",14,100
"GPT",48,"2c",15,80
"GPT",48,"2c",16,90
"GPT",48,"2c",17,80
"GPT",48,"2c",18,90
"GPT",48,"2c",19,100
"GPT",48,"2c",20,100
"GPT",49,"op",1,100
"GPT",49,"op",2,100
"GPT",49,"op",3,100
"GPT",49,"op",4,100
"GPT",49,"op",5,80
"GPT",49,"op",6,100
"GPT",49,"op",7,100
"GPT",49,"op",8,100
"GPT",49,"op",9,90
"GPT",49,"op",10,100
"GPT",49,"op",11,100
"GPT",49,"op",12,100
"GPT",49,"op",13,90
"GPT",49,"op",14,90
"GPT",49,"op",15,100
"GPT",49,"op",16,90
"GPT",49,"op",17,90
"GPT",49,"op",18,90
"GPT",49,"op",19,70
"GPT",49,"op",20,100
"GPT",49,"4c",1,100
"GPT",49,"4c",2,100
"GPT",49,"4c",3,100
"GPT",49,"4c",4,100
"GPT",49,"4c",5,100
"GPT",49,"4c",6,100
"GPT",49,"4c",7,100
"GPT",49,"4c",8,100
"GPT",49,"4c",9,100
"GPT",49,"4c",10,100
"GPT",49,"4c",11,100
"GPT",49,"4c",12,90
"GPT",49,"4c",13,90
"GPT",49,"4c",14,90
"GPT",49,"4c",15,100
"GPT",49,"4c",16,80
"GPT",49,"4c",17,80
"GPT",49,"4c",18,90
"GPT",49,"4c",19,95
"GPT",49,"4c",20,100
"GPT",49,"2c",1,100
"GPT",49,"2c",2,100
"GPT",49,"2c",3,100
"GPT",49,"2c",4,100
"GPT",49,"2c",5,100
"GPT",49,"2c",6,100
"GPT",49,"2c",7,100
"GPT",49,"2c",8,100
"GPT",49,"2c",9,100
"GPT",49,"2c",10,100
"GPT",49,"2c",11,100
"GPT",49,"2c",12,100
"GPT",49,"2c",13,100
"GPT",49,"2c",14,95
"GPT",49,"2c",15,80
"GPT",49,"2c",16,100
"GPT",49,"2c",17,90
"GPT",49,"2c",18,80
"GPT",49,"2c",19,90
"GPT",49,"2c",20,100
"GPT",50,"op",1,100
"GPT",50,"op",2,100
"GPT",50,"op",3,95
"GPT",50,"op",4,100
"GPT",50,"op",5,80
"GPT",50,"op",6,90
"GPT",50,"op",7,100
"GPT",50,"op",8,100
"GPT",50,"op",9,90
"GPT",50,"op",10,80
"GPT",50,"op",11,100
"GPT",50,"op",12,100
"GPT",50,"op",13,70
"GPT",50,"op",14,85
"GPT",50,"op",15,100
"GPT",50,"op",16,100
"GPT",50,"op",17,90
"GPT",50,"op",18,90
"GPT",50,"op",19,40
"GPT",50,"op",20,100
"GPT",50,"4c",1,100
"GPT",50,"4c",2,100
"GPT",50,"4c",3,100
"GPT",50,"4c",4,100
"GPT",50,"4c",5,100
"GPT",50,"4c",6,100
"GPT",50,"4c",7,100
"GPT",50,"4c",8,100
"GPT",50,"4c",9,100
"GPT",50,"4c",10,100
"GPT",50,"4c",11,100
"GPT",50,"4c",12,100
"GPT",50,"4c",13,100
"GPT",50,"4c",14,80
"GPT",50,"4c",15,100
"GPT",50,"4c",16,100
"GPT",50,"4c",17,85
"GPT",50,"4c",18,80
"GPT",50,"4c",19,80
"GPT",50,"4c",20,100
"GPT",50,"2c",1,100
"GPT",50,"2c",2,100
"GPT",50,"2c",3,100
"GPT",50,"2c",4,100
"GPT",50,"2c",5,90
"GPT",50,"2c",6,100
"GPT",50,"2c",7,100
"GPT",50,"2c",8,100
"GPT",50,"2c",9,100
"GPT",50,"2c",10,100
"GPT",50,"2c",11,100
"GPT",50,"2c",12,100
"GPT",50,"2c",13,90
"GPT",50,"2c",14,90
"GPT",50,"2c",15,80
"GPT",50,"2c",16,95
"GPT",50,"2c",17,90
"GPT",50,"2c",18,90
"GPT",50,"2c",19,100
"GPT",50,"2c",20,100
"GPT",51,"op",1,100
"GPT",51,"op",2,100
"GPT",51,"op",3,90
"GPT",51,"op",4,100
"GPT",51,"op",5,80
"GPT",51,"op",6,80
"GPT",51,"op",7,100
"GPT",51,"op",8,100
"GPT",51,"op",9,100
"GPT",51,"op",10,100
"GPT",51,"op",11,100
"GPT",51,"op",12,100
"GPT",51,"op",13,80
"GPT",51,"op",14,80
"GPT",51,"op",15,100
"GPT",51,"op",16,90
"GPT",51,"op",17,80
"GPT",51,"op",18,95
"GPT",51,"op",19,80
"GPT",51,"op",20,100
"GPT",51,"4c",1,100
"GPT",51,"4c",2,100
"GPT",51,"4c",3,100
"GPT",51,"4c",4,100
"GPT",51,"4c",5,100
"GPT",51,"4c",6,100
"GPT",51,"4c",7,100
"GPT",51,"4c",8,100
"GPT",51,"4c",9,100
"GPT",51,"4c",10,100
"GPT",51,"4c",11,100
"GPT",51,"4c",12,100
"GPT",51,"4c",13,90
"GPT",51,"4c",14,95
"GPT",51,"4c",15,100
"GPT",51,"4c",16,90
"GPT",51,"4c",17,85
"GPT",51,"4c",18,90
"GPT",51,"4c",19,100
"GPT",51,"4c",20,100
"GPT",51,"2c",1,100
"GPT",51,"2c",2,100
"GPT",51,"2c",3,100
"GPT",51,"2c",4,100
"GPT",51,"2c",5,90
"GPT",51,"2c",6,100
"GPT",51,"2c",7,100
"GPT",51,"2c",8,100
"GPT",51,"2c",9,100
"GPT",51,"2c",10,90
"GPT",51,"2c",11,100
"GPT",51,"2c",12,100
"GPT",51,"2c",13,80
"GPT",51,"2c",14,100
"GPT",51,"2c",15,80
"GPT",51,"2c",16,90
"GPT",51,"2c",17,95
"GPT",51,"2c",18,90
"GPT",51,"2c",19,90
"GPT",51,"2c",20,100
"GPT",52,"op",1,100
"GPT",52,"op",2,100
"GPT",52,"op",3,100
"GPT",52,"op",4,100
"GPT",52,"op",5,80
"GPT",52,"op",6,80
"GPT",52,"op",7,100
"GPT",52,"op",8,100
"GPT",52,"op",9,95
"GPT",52,"op",10,100
"GPT",52,"op",11,100
"GPT",52,"op",12,100
"GPT",52,"op",13,70
"GPT",52,"op",14,80
"GPT",52,"op",15,100
"GPT",52,"op",16,100
"GPT",52,"op",17,85
"GPT",52,"op",18,100
"GPT",52,"op",19,80
"GPT",52,"op",20,100
"GPT",52,"4c",1,100
"GPT",52,"4c",2,100
"GPT",52,"4c",3,100
"GPT",52,"4c",4,100
"GPT",52,"4c",5,100
"GPT",52,"4c",6,100
"GPT",52,"4c",7,100
"GPT",52,"4c",8,100
"GPT",52,"4c",9,100
"GPT",52,"4c",10,100
"GPT",52,"4c",11,100
"GPT",52,"4c",12,100
"GPT",52,"4c",13,100
"GPT",52,"4c",14,95
"GPT",52,"4c",15,100
"GPT",52,"4c",16,90
"GPT",52,"4c",17,80
"GPT",52,"4c",18,85
"GPT",52,"4c",19,100
"GPT",52,"4c",20,100
"GPT",52,"2c",1,100
"GPT",52,"2c",2,100
"GPT",52,"2c",3,100
"GPT",52,"2c",4,100
"GPT",52,"2c",5,80
"GPT",52,"2c",6,100
"GPT",52,"2c",7,100
"GPT",52,"2c",8,100
"GPT",52,"2c",9,100
"GPT",52,"2c",10,100
"GPT",52,"2c",11,100
"GPT",52,"2c",12,100
"GPT",52,"2c",13,95
"GPT",52,"2c",14,80
"GPT",52,"2c",15,80
"GPT",52,"2c",16,80
"GPT",52,"2c",17,90
"GPT",52,"2c",18,70
"GPT",52,"2c",19,95
"GPT",52,"2c",20,100
"GPT",53,"op",1,100
"GPT",53,"op",2,100
"GPT",53,"op",3,90
"GPT",53,"op",4,100
"GPT",53,"op",5,80
"GPT",53,"op",6,80
"GPT",53,"op",7,100
"GPT",53,"op",8,100
"GPT",53,"op",9,90
"GPT",53,"op",10,100
"GPT",53,"op",11,100
"GPT",53,"op",12,100
"GPT",53,"op",13,80
"GPT",53,"op",14,80
"GPT",53,"op",15,100
"GPT",53,"op",16,100
"GPT",53,"op",17,80
"GPT",53,"op",18,100
"GPT",53,"op",19,80
"GPT",53,"op",20,100
"GPT",53,"4c",1,100
"GPT",53,"4c",2,100
"GPT",53,"4c",3,100
"GPT",53,"4c",4,100
"GPT",53,"4c",5,100
"GPT",53,"4c",6,100
"GPT",53,"4c",7,100
"GPT",53,"4c",8,100
"GPT",53,"4c",9,100
"GPT",53,"4c",10,100
"GPT",53,"4c",11,100
"GPT",53,"4c",12,100
"GPT",53,"4c",13,100
"GPT",53,"4c",14,80
"GPT",53,"4c",15,100
"GPT",53,"4c",16,90
"GPT",53,"4c",17,90
"GPT",53,"4c",18,80
"GPT",53,"4c",19,90
"GPT",53,"4c",20,100
"GPT",53,"2c",1,100
"GPT",53,"2c",2,100
"GPT",53,"2c",3,100
"GPT",53,"2c",4,100
"GPT",53,"2c",5,80
"GPT",53,"2c",6,100
"GPT",53,"2c",7,100
"GPT",53,"2c",8,100
"GPT",53,"2c",9,100
"GPT",53,"2c",10,90
"GPT",53,"2c",11,100
"GPT",53,"2c",12,100
"GPT",53,"2c",13,100
"GPT",53,"2c",14,85
"GPT",53,"2c",15,100
"GPT",53,"2c",16,95
"GPT",53,"2c",17,90
"GPT",53,"2c",18,80
"GPT",53,"2c",19,95
"GPT",53,"2c",20,100
"GPT",54,"op",1,100
"GPT",54,"op",2,100
"GPT",54,"op",3,100
"GPT",54,"op",4,100
"GPT",54,"op",5,85
"GPT",54,"op",6,90
"GPT",54,"op",7,100
"GPT",54,"op",8,100
"GPT",54,"op",9,100
"GPT",54,"op",10,90
"GPT",54,"op",11,100
"GPT",54,"op",12,100
"GPT",54,"op",13,80
"GPT",54,"op",14,80
"GPT",54,"op",15,100
"GPT",54,"op",16,90
"GPT",54,"op",17,80
"GPT",54,"op",18,90
"GPT",54,"op",19,70
"GPT",54,"op",20,100
"GPT",54,"4c",1,100
"GPT",54,"4c",2,100
"GPT",54,"4c",3,100
"GPT",54,"4c",4,100
"GPT",54,"4c",5,90
"GPT",54,"4c",6,100
"GPT",54,"4c",7,100
"GPT",54,"4c",8,100
"GPT",54,"4c",9,100
"GPT",54,"4c",10,100
"GPT",54,"4c",11,100
"GPT",54,"4c",12,100
"GPT",54,"4c",13,90
"GPT",54,"4c",14,100
"GPT",54,"4c",15,100
"GPT",54,"4c",16,85
"GPT",54,"4c",17,75
"GPT",54,"4c",18,90
"GPT",54,"4c",19,80
"GPT",54,"4c",20,100
"GPT",54,"2c",1,100
"GPT",54,"2c",2,100
"GPT",54,"2c",3,100
"GPT",54,"2c",4,100
"GPT",54,"2c",5,80
"GPT",54,"2c",6,100
"GPT",54,"2c",7,100
"GPT",54,"2c",8,100
"GPT",54,"2c",9,100
"GPT",54,"2c",10,90
"GPT",54,"2c",11,100
"GPT",54,"2c",12,90
"GPT",54,"2c",13,100
"GPT",54,"2c",14,100
"GPT",54,"2c",15,80
"GPT",54,"2c",16,90
"GPT",54,"2c",17,95
"GPT",54,"2c",18,90
"GPT",54,"2c",19,95
"GPT",54,"2c",20,100
"GPT",55,"op",1,100
"GPT",55,"op",2,100
"GPT",55,"op",3,90
"GPT",55,"op",4,100
"GPT",55,"op",5,90
"GPT",55,"op",6,80
"GPT",55,"op",7,100
"GPT",55,"op",8,100
"GPT",55,"op",9,90
"GPT",55,"op",10,100
"GPT",55,"op",11,100
"GPT",55,"op",12,100
"GPT",55,"op",13,80
"GPT",55,"op",14,90
"GPT",55,"op",15,100
"GPT",55,"op",16,90
"GPT",55,"op",17,85
"GPT",55,"op",18,90
"GPT",55,"op",19,80
"GPT",55,"op",20,100
"GPT",55,"4c",1,100
"GPT",55,"4c",2,100
"GPT",55,"4c",3,100
"GPT",55,"4c",4,100
"GPT",55,"4c",5,100
"GPT",55,"4c",6,100
"GPT",55,"4c",7,100
"GPT",55,"4c",8,100
"GPT",55,"4c",9,100
"GPT",55,"4c",10,100
"GPT",55,"4c",11,100
"GPT",55,"4c",12,100
"GPT",55,"4c",13,90
"GPT",55,"4c",14,90
"GPT",55,"4c",15,100
"GPT",55,"4c",16,90
"GPT",55,"4c",17,85
"GPT",55,"4c",18,80
"GPT",55,"4c",19,100
"GPT",55,"4c",20,100
"GPT",55,"2c",1,100
"GPT",55,"2c",2,100
"GPT",55,"2c",3,100
"GPT",55,"2c",4,100
"GPT",55,"2c",5,80
"GPT",55,"2c",6,100
"GPT",55,"2c",7,100
"GPT",55,"2c",8,100
"GPT",55,"2c",9,100
"GPT",55,"2c",10,90
"GPT",55,"2c",11,100
"GPT",55,"2c",12,100
"GPT",55,"2c",13,95
"GPT",55,"2c",14,90
"GPT",55,"2c",15,70
"GPT",55,"2c",16,95
"GPT",55,"2c",17,85
"GPT",55,"2c",18,90
"GPT",55,"2c",19,90
"GPT",55,"2c",20,100
"GPT",56,"op",1,100
"GPT",56,"op",2,100
"GPT",56,"op",3,80
"GPT",56,"op",4,100
"GPT",56,"op",5,90
"GPT",56,"op",6,90
"GPT",56,"op",7,100
"GPT",56,"op",8,100
"GPT",56,"op",9,90
"GPT",56,"op",10,100
"GPT",56,"op",11,100
"GPT",56,"op",12,100
"GPT",56,"op",13,80
"GPT",56,"op",14,80
"GPT",56,"op",15,100
"GPT",56,"op",16,90
"GPT",56,"op",17,80
"GPT",56,"op",18,95
"GPT",56,"op",19,80
"GPT",56,"op",20,100
"GPT",56,"4c",1,100
"GPT",56,"4c",2,100
"GPT",56,"4c",3,100
"GPT",56,"4c",4,100
"GPT",56,"4c",5,100
"GPT",56,"4c",6,100
"GPT",56,"4c",7,100
"GPT",56,"4c",8,100
"GPT",56,"4c",9,100
"GPT",56,"4c",10,100
"GPT",56,"4c",11,100
"GPT",56,"4c",12,100
"GPT",56,"4c",13,100
"GPT",56,"4c",14,100
"GPT",56,"4c",15,100
"GPT",56,"4c",16,100
"GPT",56,"4c",17,85
"GPT",56,"4c",18,85
"GPT",56,"4c",19,90
"GPT",56,"4c",20,100
"GPT",56,"2c",1,100
"GPT",56,"2c",2,100
"GPT",56,"2c",3,100
"GPT",56,"2c",4,100
"GPT",56,"2c",5,90
"GPT",56,"2c",6,100
"GPT",56,"2c",7,100
"GPT",56,"2c",8,100
"GPT",56,"2c",9,100
"GPT",56,"2c",10,100
"GPT",56,"2c",11,100
"GPT",56,"2c",12,100
"GPT",56,"2c",13,100
"GPT",56,"2c",14,90
"GPT",56,"2c",15,80
"GPT",56,"2c",16,95
"GPT",56,"2c",17,90
"GPT",56,"2c",18,95
"GPT",56,"2c",19,90
"GPT",56,"2c",20,100
"GPT",57,"op",1,100
"GPT",57,"op",2,100
"GPT",57,"op",3,100
"GPT",57,"op",4,100
"GPT",57,"op",5,80
"GPT",57,"op",6,85
"GPT",57,"op",7,100
"GPT",57,"op",8,100
"GPT",57,"op",9,100
"GPT",57,"op",10,90
"GPT",57,"op",11,100
"GPT",57,"op",12,90
"GPT",57,"op",13,90
"GPT",57,"op",14,90
"GPT",57,"op",15,100
"GPT",57,"op",16,90
"GPT",57,"op",17,90
"GPT",57,"op",18,90
"GPT",57,"op",19,60
"GPT",57,"op",20,100
"GPT",57,"4c",1,100
"GPT",57,"4c",2,100
"GPT",57,"4c",3,100
"GPT",57,"4c",4,100
"GPT",57,"4c",5,100
"GPT",57,"4c",6,100
"GPT",57,"4c",7,100
"GPT",57,"4c",8,100
"GPT",57,"4c",9,100
"GPT",57,"4c",10,100
"GPT",57,"4c",11,100
"GPT",57,"4c",12,100
"GPT",57,"4c",13,90
"GPT",57,"4c",14,80
"GPT",57,"4c",15,100
"GPT",57,"4c",16,90
"GPT",57,"4c",17,90
"GPT",57,"4c",18,90
"GPT",57,"4c",19,90
"GPT",57,"4c",20,100
"GPT",57,"2c",1,100
"GPT",57,"2c",2,100
"GPT",57,"2c",3,100
"GPT",57,"2c",4,100
"GPT",57,"2c",5,100
"GPT",57,"2c",6,100
"GPT",57,"2c",7,100
"GPT",57,"2c",8,100
"GPT",57,"2c",9,100
"GPT",57,"2c",10,95
"GPT",57,"2c",11,100
"GPT",57,"2c",12,100
"GPT",57,"2c",13,90
"GPT",57,"2c",14,80
"GPT",57,"2c",15,80
"GPT",57,"2c",16,80
"GPT",57,"2c",17,80
"GPT",57,"2c",18,90
"GPT",57,"2c",19,90
"GPT",57,"2c",20,100
"GPT",58,"op",1,100
"GPT",58,"op",2,100
"GPT",58,"op",3,100
"GPT",58,"op",4,100
"GPT",58,"op",5,90
"GPT",58,"op",6,100
"GPT",58,"op",7,100
"GPT",58,"op",8,100
"GPT",58,"op",9,90
"GPT",58,"op",10,90
"GPT",58,"op",11,100
"GPT",58,"op",12,100
"GPT",58,"op",13,70
"GPT",58,"op",14,80
"GPT",58,"op",15,100
"GPT",58,"op",16,90
"GPT",58,"op",17,80
"GPT",58,"op",18,90
"GPT",58,"op",19,80
"GPT",58,"op",20,100
"GPT",58,"4c",1,100
"GPT",58,"4c",2,100
"GPT",58,"4c",3,100
"GPT",58,"4c",4,100
"GPT",58,"4c",5,100
"GPT",58,"4c",6,100
"GPT",58,"4c",7,100
"GPT",58,"4c",8,100
"GPT",58,"4c",9,100
"GPT",58,"4c",10,100
"GPT",58,"4c",11,100
"GPT",58,"4c",12,100
"GPT",58,"4c",13,90
"GPT",58,"4c",14,80
"GPT",58,"4c",15,100
"GPT",58,"4c",16,80
"GPT",58,"4c",17,80
"GPT",58,"4c",18,90
"GPT",58,"4c",19,80
"GPT",58,"4c",20,100
"GPT",58,"2c",1,100
"GPT",58,"2c",2,100
"GPT",58,"2c",3,100
"GPT",58,"2c",4,100
"GPT",58,"2c",5,80
"GPT",58,"2c",6,100
"GPT",58,"2c",7,100
"GPT",58,"2c",8,100
"GPT",58,"2c",9,100
"GPT",58,"2c",10,95
"GPT",58,"2c",11,100
"GPT",58,"2c",12,100
"GPT",58,"2c",13,100
"GPT",58,"2c",14,100
"GPT",58,"2c",15,80
"GPT",58,"2c",16,95
"GPT",58,"2c",17,80
"GPT",58,"2c",18,100
"GPT",58,"2c",19,80
"GPT",58,"2c",20,100
"GPT",59,"op",1,100
"GPT",59,"op",2,100
"GPT",59,"op",3,100
"GPT",59,"op",4,100
"GPT",59,"op",5,90
"GPT",59,"op",6,90
"GPT",59,"op",7,100
"GPT",59,"op",8,100
"GPT",59,"op",9,95
"GPT",59,"op",10,90
"GPT",59,"op",11,100
"GPT",59,"op",12,100
"GPT",59,"op",13,90
"GPT",59,"op",14,80
"GPT",59,"op",15,100
"GPT",59,"op",16,90
"GPT",59,"op",17,80
"GPT",59,"op",18,100
"GPT",59,"op",19,80
"GPT",59,"op",20,100
"GPT",59,"4c",1,100
"GPT",59,"4c",2,100
"GPT",59,"4c",3,100
"GPT",59,"4c",4,100
"GPT",59,"4c",5,100
"GPT",59,"4c",6,100
"GPT",59,"4c",7,100
"GPT",59,"4c",8,100
"GPT",59,"4c",9,100
"GPT",59,"4c",10,100
"GPT",59,"4c",11,100
"GPT",59,"4c",12,100
"GPT",59,"4c",13,80
"GPT",59,"4c",14,80
"GPT",59,"4c",15,100
"GPT",59,"4c",16,100
"GPT",59,"4c",17,80
"GPT",59,"4c",18,90
"GPT",59,"4c",19,80
"GPT",59,"4c",20,100
"GPT",59,"2c",1,100
"GPT",59,"2c",2,100
"GPT",59,"2c",3,100
"GPT",59,"2c",4,100
"GPT",59,"2c",5,80
"GPT",59,"2c",6,100
"GPT",59,"2c",7,100
"GPT",59,"2c",8,100
"GPT",59,"2c",9,100
"GPT",59,"2c",10,100
"GPT",59,"2c",11,100
"GPT",59,"2c",12,100
"GPT",59,"2c",13,90
"GPT",59,"2c",14,100
"GPT",59,"2c",15,75
"GPT",59,"2c",16,100
"GPT",59,"2c",17,90
"GPT",59,"2c",18,80
"GPT",59,"2c",19,80
"GPT",59,"2c",20,100
"GPT",60,"op",1,100
"GPT",60,"op",2,100
"GPT",60,"op",3,90
"GPT",60,"op",4,100
"GPT",60,"op",5,80
"GPT",60,"op",6,100
"GPT",60,"op",7,100
"GPT",60,"op",8,100
"GPT",60,"op",9,90
"GPT",60,"op",10,90
"GPT",60,"op",11,100
"GPT",60,"op",12,100
"GPT",60,"op",13,80
"GPT",60,"op",14,90
"GPT",60,"op",15,100
"GPT",60,"op",16,100
"GPT",60,"op",17,85
"GPT",60,"op",18,95
"GPT",60,"op",19,60
"GPT",60,"op",20,100
"GPT",60,"4c",1,100
"GPT",60,"4c",2,100
"GPT",60,"4c",3,100
"GPT",60,"4c",4,100
"GPT",60,"4c",5,100
"GPT",60,"4c",6,100
"GPT",60,"4c",7,100
"GPT",60,"4c",8,100
"GPT",60,"4c",9,100
"GPT",60,"4c",10,100
"GPT",60,"4c",11,100
"GPT",60,"4c",12,100
"GPT",60,"4c",13,90
"GPT",60,"4c",14,90
"GPT",60,"4c",15,100
"GPT",60,"4c",16,100
"GPT",60,"4c",17,85
"GPT",60,"4c",18,90
"GPT",60,"4c",19,90
"GPT",60,"4c",20,100
"GPT",60,"2c",1,100
"GPT",60,"2c",2,100
"GPT",60,"2c",3,100
"GPT",60,"2c",4,100
"GPT",60,"2c",5,80
"GPT",60,"2c",6,100
"GPT",60,"2c",7,100
"GPT",60,"2c",8,100
"GPT",60,"2c",9,100
"GPT",60,"2c",10,100
"GPT",60,"2c",11,100
"GPT",60,"2c",12,100
"GPT",60,"2c",13,100
"GPT",60,"2c",14,90
"GPT",60,"2c",15,80
"GPT",60,"2c",16,80
"GPT",60,"2c",17,90
"GPT",60,"2c",18,90
"GPT",60,"2c",19,60
"GPT",60,"2c",20,100
"GPT",61,"op",1,100
"GPT",61,"op",2,100
"GPT",61,"op",3,100
"GPT",61,"op",4,100
"GPT",61,"op",5,80
"GPT",61,"op",6,90
"GPT",61,"op",7,100
"GPT",61,"op",8,100
"GPT",61,"op",9,100
"GPT",61,"op",10,90
"GPT",61,"op",11,100
"GPT",61,"op",12,100
"GPT",61,"op",13,80
"GPT",61,"op",14,80
"GPT",61,"op",15,100
"GPT",61,"op",16,90
"GPT",61,"op",17,80
"GPT",61,"op",18,90
"GPT",61,"op",19,80
"GPT",61,"op",20,100
"GPT",61,"4c",1,100
"GPT",61,"4c",2,100
"GPT",61,"4c",3,100
"GPT",61,"4c",4,100
"GPT",61,"4c",5,100
"GPT",61,"4c",6,100
"GPT",61,"4c",7,100
"GPT",61,"4c",8,100
"GPT",61,"4c",9,100
"GPT",61,"4c",10,100
"GPT",61,"4c",11,100
"GPT",61,"4c",12,100
"GPT",61,"4c",13,90
"GPT",61,"4c",14,80
"GPT",61,"4c",15,100
"GPT",61,"4c",16,100
"GPT",61,"4c",17,85
"GPT",61,"4c",18,70
"GPT",61,"4c",19,100
"GPT",61,"4c",20,100
"GPT",61,"2c",1,100
"GPT",61,"2c",2,100
"GPT",61,"2c",3,100
"GPT",61,"2c",4,100
"GPT",61,"2c",5,100
"GPT",61,"2c",6,100
"GPT",61,"2c",7,100
"GPT",61,"2c",8,100
"GPT",61,"2c",9,100
"GPT",61,"2c",10,70
"GPT",61,"2c",11,100
"GPT",61,"2c",12,80
"GPT",61,"2c",13,100
"GPT",61,"2c",14,80
"GPT",61,"2c",15,90
"GPT",61,"2c",16,90
"GPT",61,"2c",17,95
"GPT",61,"2c",18,85
"GPT",61,"2c",19,80
"GPT",61,"2c",20,100
"GPT",62,"op",1,100
"GPT",62,"op",2,100
"GPT",62,"op",3,90
"GPT",62,"op",4,100
"GPT",62,"op",5,80
"GPT",62,"op",6,90
"GPT",62,"op",7,100
"GPT",62,"op",8,100
"GPT",62,"op",9,90
"GPT",62,"op",10,95
"GPT",62,"op",11,100
"GPT",62,"op",12,100
"GPT",62,"op",13,70
"GPT",62,"op",14,90
"GPT",62,"op",15,100
"GPT",62,"op",16,90
"GPT",62,"op",17,80
"GPT",62,"op",18,100
"GPT",62,"op",19,60
"GPT",62,"op",20,100
"GPT",62,"4c",1,100
"GPT",62,"4c",2,100
"GPT",62,"4c",3,100
"GPT",62,"4c",4,100
"GPT",62,"4c",5,100
"GPT",62,"4c",6,100
"GPT",62,"4c",7,100
"GPT",62,"4c",8,100
"GPT",62,"4c",9,100
"GPT",62,"4c",10,100
"GPT",62,"4c",11,100
"GPT",62,"4c",12,90
"GPT",62,"4c",13,95
"GPT",62,"4c",14,80
"GPT",62,"4c",15,100
"GPT",62,"4c",16,90
"GPT",62,"4c",17,90
"GPT",62,"4c",18,85
"GPT",62,"4c",19,80
"GPT",62,"4c",20,100
"GPT",62,"2c",1,100
"GPT",62,"2c",2,100
"GPT",62,"2c",3,100
"GPT",62,"2c",4,100
"GPT",62,"2c",5,90
"GPT",62,"2c",6,100
"GPT",62,"2c",7,100
"GPT",62,"2c",8,100
"GPT",62,"2c",9,100
"GPT",62,"2c",10,90
"GPT",62,"2c",11,100
"GPT",62,"2c",12,90
"GPT",62,"2c",13,90
"GPT",62,"2c",14,80
"GPT",62,"2c",15,80
"GPT",62,"2c",16,100
"GPT",62,"2c",17,80
"GPT",62,"2c",18,90
"GPT",62,"2c",19,100
"GPT",62,"2c",20,100
"GPT",63,"op",1,100
"GPT",63,"op",2,100
"GPT",63,"op",3,100
"GPT",63,"op",4,100
"GPT",63,"op",5,80
"GPT",63,"op",6,100
"GPT",63,"op",7,100
"GPT",63,"op",8,100
"GPT",63,"op",9,90
"GPT",63,"op",10,100
"GPT",63,"op",11,100
"GPT",63,"op",12,100
"GPT",63,"op",13,90
"GPT",63,"op",14,80
"GPT",63,"op",15,100
"GPT",63,"op",16,95
"GPT",63,"op",17,80
"GPT",63,"op",18,85
"GPT",63,"op",19,70
"GPT",63,"op",20,100
"GPT",63,"4c",1,100
"GPT",63,"4c",2,100
"GPT",63,"4c",3,100
"GPT",63,"4c",4,100
"GPT",63,"4c",5,100
"GPT",63,"4c",6,100
"GPT",63,"4c",7,100
"GPT",63,"4c",8,100
"GPT",63,"4c",9,100
"GPT",63,"4c",10,100
"GPT",63,"4c",11,100
"GPT",63,"4c",12,100
"GPT",63,"4c",13,80
"GPT",63,"4c",14,80
"GPT",63,"4c",15,100
"GPT",63,"4c",16,90
"GPT",63,"4c",17,85
"GPT",63,"4c",18,80
"GPT",63,"4c",19,90
"GPT",63,"4c",20,100
"GPT",63,"2c",1,100
"GPT",63,"2c",2,100
"GPT",63,"2c",3,100
"GPT",63,"2c",4,100
"GPT",63,"2c",5,80
"GPT",63,"2c",6,100
"GPT",63,"2c",7,100
"GPT",63,"2c",8,100
"GPT",63,"2c",9,100
"GPT",63,"2c",10,95
"GPT",63,"2c",11,100
"GPT",63,"2c",12,100
"GPT",63,"2c",13,100
"GPT",63,"2c",14,95
"GPT",63,"2c",15,80
"GPT",63,"2c",16,80
"GPT",63,"2c",17,95
"GPT",63,"2c",18,85
"GPT",63,"2c",19,80
"GPT",63,"2c",20,100
"GPT",64,"op",1,100
"GPT",64,"op",2,100
"GPT",64,"op",3,100
"GPT",64,"op",4,100
"GPT",64,"op",5,80
"GPT",64,"op",6,90
"GPT",64,"op",7,100
"GPT",64,"op",8,100
"GPT",64,"op",9,90
"GPT",64,"op",10,90
"GPT",64,"op",11,100
"GPT",64,"op",12,100
"GPT",64,"op",13,70
"GPT",64,"op",14,90
"GPT",64,"op",15,100
"GPT",64,"op",16,100
"GPT",64,"op",17,90
"GPT",64,"op",18,95
"GPT",64,"op",19,80
"GPT",64,"op",20,100
"GPT",64,"4c",1,100
"GPT",64,"4c",2,100
"GPT",64,"4c",3,100
"GPT",64,"4c",4,100
"GPT",64,"4c",5,100
"GPT",64,"4c",6,100
"GPT",64,"4c",7,100
"GPT",64,"4c",8,100
"GPT",64,"4c",9,100
"GPT",64,"4c",10,100
