"","Agent","AgentID","Cond","Qnum","Correctness","Confidence"
"7431","GPT",37,"2C",11,1,100
"7432","GPT",37,"2C",12,1,85
"7433","GPT",37,"2C",13,1,90
"7434","GPT",37,"2C",14,1,80
"7435","GPT",37,"2C",15,1,80
"7436","GPT",37,"2C",16,1,80
"7437","GPT",37,"2C",17,1,90
"7438","GPT",37,"2C",18,1,90
"7439","GPT",37,"2C",19,0,80
"7440","GPT",37,"2C",20,1,100
"7441","GPT",38,"OP",1,1,100
"7442","GPT",38,"OP",2,1,100
"7443","GPT",38,"OP",3,1,100
"7444","GPT",38,"OP",4,1,100
"7445","GPT",38,"OP",5,1,80
"7446","GPT",38,"OP",6,1,90
"7447","GPT",38,"OP",7,1,100
"7448","GPT",38,"OP",8,1,100
"7449","GPT",38,"OP",9,1,100
"7450","GPT",38,"OP",10,1,100
"7451","GPT",38,"OP",11,1,100
"7452","GPT",38,"OP",12,1,100
"7453","GPT",38,"OP",13,0,60
"7454","GPT",38,"OP",14,0,100
"7455","GPT",38,"OP",15,1,100
"7456","GPT",38,"OP",16,0,90
"7457","GPT",38,"OP",17,1,85
"7458","GPT",38,"OP",18,1,95
"7459","GPT",38,"OP",19,0,80
"7460","GPT",38,"OP",20,0,100
"7461","GPT",38,"4C",1,1,100
"7462","GPT",38,"4C",2,1,100
"7463","GPT",38,"4C",3,1,100
"7464","GPT",38,"4C",4,1,100
"7465","GPT",38,"4C",5,1,100
"7466","GPT",38,"4C",6,1,100
"7467","GPT",38,"4C",7,1,100
"7468","GPT",38,"4C",8,1,100
"7469","GPT",38,"4C",9,0,100
"7470","GPT",38,"4C",10,1,100
"7471","GPT",38,"4C",11,1,100
"7472","GPT",38,"4C",12,0,80
"7473","GPT",38,"4C",13,1,90
"7474","GPT",38,"4C",14,1,95
"7475","GPT",38,"4C",15,1,100
"7476","GPT",38,"4C",16,1,100
"7477","GPT",38,"4C",17,1,85
"7478","GPT",38,"4C",18,1,80
"7479","GPT",38,"4C",19,1,90
"7480","GPT",38,"4C",20,0,100
"7481","GPT",38,"2C",1,1,100
"7482","GPT",38,"2C",2,1,100
"7483","GPT",38,"2C",3,1,100
"7484","GPT",38,"2C",4,1,100
"7485","GPT",38,"2C",5,1,80
"7486","GPT",38,"2C",6,1,100
"7487","GPT",38,"2C",7,1,100
"7488","GPT",38,"2C",8,1,100
"7489","GPT",38,"2C",9,1,100
"7490","GPT",38,"2C",10,1,100
"7491","GPT",38,"2C",11,1,100
"7492","GPT",38,"2C",12,1,90
"7493","GPT",38,"2C",13,1,100
"7494","GPT",38,"2C",14,0,100
"7495","GPT",38,"2C",15,1,80
"7496","GPT",38,"2C",16,0,85
"7497","GPT",38,"2C",17,1,95
"7498","GPT",38,"2C",18,1,90
"7499","GPT",38,"2C",19,0,80
"7500","GPT",38,"2C",20,1,100
"7501","GPT",39,"OP",1,1,100
"7502","GPT",39,"OP",2,1,100
"7503","GPT",39,"OP",3,1,100
"7504","GPT",39,"OP",4,1,100
"7505","GPT",39,"OP",5,1,90
"7506","GPT",39,"OP",6,1,80
"7507","GPT",39,"OP",7,1,100
"7508","GPT",39,"OP",8,1,100
"7509","GPT",39,"OP",9,1,90
"7510","GPT",39,"OP",10,1,100
"7511","GPT",39,"OP",11,1,100
"7512","GPT",39,"OP",12,1,100
"7513","GPT",39,"OP",13,0,80
"7514","GPT",39,"OP",14,0,80
"7515","GPT",39,"OP",15,1,100
"7516","GPT",39,"OP",16,1,80
"7517","GPT",39,"OP",17,1,80
"7518","GPT",39,"OP",18,0,100
"7519","GPT",39,"OP",19,0,70
"7520","GPT",39,"OP",20,0,100
"7521","GPT",39,"4C",1,1,100
"7522","GPT",39,"4C",2,1,100
"7523","GPT",39,"4C",3,1,100
"7524","GPT",39,"4C",4,1,100
"7525","GPT",39,"4C",5,1,100
"7526","GPT",39,"4C",6,1,100
"7527","GPT",39,"4C",7,1,100
"7528","GPT",39,"4C",8,1,100
"7529","GPT",39,"4C",9,0,100
"7530","GPT",39,"4C",10,1,100
"7531","GPT",39,"4C",11,1,100
"7532","GPT",39,"4C",12,0,100
"7533","GPT",39,"4C",13,1,95
"7534","GPT",39,"4C",14,1,80
"7535","GPT",39,"4C",15,1,100
"7536","GPT",39,"4C",16,1,100
"7537","GPT",39,"4C",17,1,80
"7538","GPT",39,"4C",18,1,80
"7539","GPT",39,"4C",19,1,95
"7540","GPT",39,"4C",20,0,100
"7541","GPT",39,"2C",1,1,100
"7542","GPT",39,"2C",2,1,100
"7543","GPT",39,"2C",3,1,100
"7544","GPT",39,"2C",4,1,100
"7545","GPT",39,"2C",5,1,80
"7546","GPT",39,"2C",6,1,100
"7547","GPT",39,"2C",7,1,100
"7548","GPT",39,"2C",8,1,100
"7549","GPT",39,"2C",9,1,100
"7550","GPT",39,"2C",10,1,90
"7551","GPT",39,"2C",11,1,100
"7552","GPT",39,"2C",12,1,100
"7553","GPT",39,"2C",13,1,100
"7554","GPT",39,"2C",14,0,95
"7555","GPT",39,"2C",15,1,80
"7556","GPT",39,"2C",16,0,95
"7557","GPT",39,"2C",17,1,90
"7558","GPT",39,"2C",18,1,80
"7559","GPT",39,"2C",19,0,90
"7560","GPT",39,"2C",20,1,100
"7561","GPT",40,"OP",1,1,100
"7562","GPT",40,"OP",2,1,100
"7563","GPT",40,"OP",3,0,90
"7564","GPT",40,"OP",4,1,100
"7565","GPT",40,"OP",5,1,80
"7566","GPT",40,"OP",6,1,80
"7567","GPT",40,"OP",7,1,100
"7568","GPT",40,"OP",8,1,100
"7569","GPT",40,"OP",9,1,100
"7570","GPT",40,"OP",10,1,100
"7571","GPT",40,"OP",11,1,100
"7572","GPT",40,"OP",12,1,100
"7573","GPT",40,"OP",13,0,80
"7574","GPT",40,"OP",14,0,80
"7575","GPT",40,"OP",15,1,100
"7576","GPT",40,"OP",16,1,100
"7577","GPT",40,"OP",17,1,70
"7578","GPT",40,"OP",18,0,80
"7579","GPT",40,"OP",19,0,80
"7580","GPT",40,"OP",20,0,100
"7581","GPT",40,"4C",1,1,100
"7582","GPT",40,"4C",2,1,100
"7583","GPT",40,"4C",3,1,100
"7584","GPT",40,"4C",4,1,100
"7585","GPT",40,"4C",5,1,100
"7586","GPT",40,"4C",6,1,100
"7587","GPT",40,"4C",7,1,100
"7588","GPT",40,"4C",8,1,100
"7589","GPT",40,"4C",9,0,100
"7590","GPT",40,"4C",10,1,100
"7591","GPT",40,"4C",11,1,100
"7592","GPT",40,"4C",12,1,100
"7593","GPT",40,"4C",13,1,100
"7594","GPT",40,"4C",14,1,95
"7595","GPT",40,"4C",15,1,100
"7596","GPT",40,"4C",16,1,100
"7597","GPT",40,"4C",17,1,85
"7598","GPT",40,"4C",18,1,90
"7599","GPT",40,"4C",19,1,80
"7600","GPT",40,"4C",20,0,100
"7601","GPT",40,"2C",1,1,100
"7602","GPT",40,"2C",2,1,100
"7603","GPT",40,"2C",3,1,100
"7604","GPT",40,"2C",4,1,100
"7605","GPT",40,"2C",5,1,90
"7606","GPT",40,"2C",6,1,100
"7607","GPT",40,"2C",7,1,100
"7608","GPT",40,"2C",8,1,100
"7609","GPT",40,"2C",9,1,100
"7610","GPT",40,"2C",10,1,100
"7611","GPT",40,"2C",11,1,100
"7612","GPT",40,"2C",12,1,100
"7613","GPT",40,"2C",13,1,100
"7614","GPT",40,"2C",14,0,100
"7615","GPT",40,"2C",15,1,70
"7616","GPT",40,"2C",16,0,90
"7617","GPT",40,"2C",17,1,80
"7618","GPT",40,"2C",18,1,80
"7619","GPT",40,"2C",19,0,90
"7620","GPT",40,"2C",20,1,100
"7621","GPT",41,"OP",1,1,100
"7622","GPT",41,"OP",2,1,100
"7623","GPT",41,"OP",3,0,90
"7624","GPT",41,"OP",4,1,100
"7625","GPT",41,"OP",5,1,80
"7626","GPT",41,"OP",6,1,95
"7627","GPT",41,"OP",7,1,100
"7628","GPT",41,"OP",8,1,100
"7629","GPT",41,"OP",9,1,100
"7630","GPT",41,"OP",10,1,95
"7631","GPT",41,"OP",11,1,100
"7632","GPT",41,"OP",12,1,100
"7633","GPT",41,"OP",13,0,85
"7634","GPT",41,"OP",14,0,90
"7635","GPT",41,"OP",15,1,100
"7636","GPT",41,"OP",16,1,90
"7637","GPT",41,"OP",17,1,85
"7638","GPT",41,"OP",18,1,95
"7639","GPT",41,"OP",19,0,80
"7640","GPT",41,"OP",20,0,100
"7641","GPT",41,"4C",1,1,100
"7642","GPT",41,"4C",2,1,100
"7643","GPT",41,"4C",3,1,100
"7644","GPT",41,"4C",4,1,100
"7645","GPT",41,"4C",5,1,100
"7646","GPT",41,"4C",6,1,100
"7647","GPT",41,"4C",7,1,100
"7648","GPT",41,"4C",8,1,100
"7649","GPT",41,"4C",9,0,100
"7650","GPT",41,"4C",10,1,100
"7651","GPT",41,"4C",11,1,100
"7652","GPT",41,"4C",12,0,100
"7653","GPT",41,"4C",13,1,90
"7654","GPT",41,"4C",14,1,100
"7655","GPT",41,"4C",15,1,100
"7656","GPT",41,"4C",16,1,100
"7657","GPT",41,"4C",17,1,80
"7658","GPT",41,"4C",18,1,80
"7659","GPT",41,"4C",19,1,90
"7660","GPT",41,"4C",20,0,100
"7661","GPT",41,"2C",1,1,100
"7662","GPT",41,"2C",2,1,100
"7663","GPT",41,"2C",3,1,100
"7664","GPT",41,"2C",4,1,100
"7665","GPT",41,"2C",5,1,90
"7666","GPT",41,"2C",6,1,100
"7667","GPT",41,"2C",7,1,100
"7668","GPT",41,"2C",8,1,100
"7669","GPT",41,"2C",9,1,100
"7670","GPT",41,"2C",10,1,90
"7671","GPT",41,"2C",11,1,100
"7672","GPT",41,"2C",12,1,100
"7673","GPT",41,"2C",13,1,100
"7674","GPT",41,"2C",14,0,90
"7675","GPT",41,"2C",15,1,80
"7676","GPT",41,"2C",16,0,80
"7677","GPT",41,"2C",17,1,90
"7678","GPT",41,"2C",18,1,80
"7679","GPT",41,"2C",19,0,100
"7680","GPT",41,"2C",20,1,100
"7681","GPT",42,"OP",1,1,100
"7682","GPT",42,"OP",2,1,100
"7683","GPT",42,"OP",3,0,90
"7684","GPT",42,"OP",4,1,100
"7685","GPT",42,"OP",5,1,80
"7686","GPT",42,"OP",6,1,90
"7687","GPT",42,"OP",7,1,100
"7688","GPT",42,"OP",8,1,100
"7689","GPT",42,"OP",9,1,100
"7690","GPT",42,"OP",10,1,100
"7691","GPT",42,"OP",11,1,100
"7692","GPT",42,"OP",12,1,100
"7693","GPT",42,"OP",13,0,70
"7694","GPT",42,"OP",14,0,80
"7695","GPT",42,"OP",15,1,100
"7696","GPT",42,"OP",16,1,100
"7697","GPT",42,"OP",17,1,90
"7698","GPT",42,"OP",18,0,90
"7699","GPT",42,"OP",19,0,80
"7700","GPT",42,"OP",20,0,100
"7701","GPT",42,"4C",1,1,100
"7702","GPT",42,"4C",2,1,100
"7703","GPT",42,"4C",3,1,100
"7704","GPT",42,"4C",4,1,100
"7705","GPT",42,"4C",5,1,100
"7706","GPT",42,"4C",6,1,100
"7707","GPT",42,"4C",7,1,100
"7708","GPT",42,"4C",8,1,100
"7709","GPT",42,"4C",9,0,100
"7710","GPT",42,"4C",10,1,100
"7711","GPT",42,"4C",11,1,100
"7712","GPT",42,"4C",12,0,100
"7713","GPT",42,"4C",13,1,100
"7714","GPT",42,"4C",14,1,90
"7715","GPT",42,"4C",15,1,100
"7716","GPT",42,"4C",16,1,90
"7717","GPT",42,"4C",17,1,80
"7718","GPT",42,"4C",18,1,85
"7719","GPT",42,"4C",19,1,90
"7720","GPT",42,"4C",20,0,100
"7721","GPT",42,"2C",1,1,100
"7722","GPT",42,"2C",2,1,100
"7723","GPT",42,"2C",3,1,100
"7724","GPT",42,"2C",4,1,100
"7725","GPT",42,"2C",5,1,90
"7726","GPT",42,"2C",6,1,100
"7727","GPT",42,"2C",7,1,100
"7728","GPT",42,"2C",8,1,100
"7729","GPT",42,"2C",9,1,100
"7730","GPT",42,"2C",10,1,100
"7731","GPT",42,"2C",11,1,100
"7732","GPT",42,"2C",12,1,100
"7733","GPT",42,"2C",13,1,100
"7734","GPT",42,"2C",14,0,100
"7735","GPT",42,"2C",15,1,80
"7736","GPT",42,"2C",16,1,95
"7737","GPT",42,"2C",17,1,90
"7738","GPT",42,"2C",18,1,80
"7739","GPT",42,"2C",19,0,80
"7740","GPT",42,"2C",20,1,100
"7741","GPT",43,"OP",1,1,100
"7742","GPT",43,"OP",2,1,100
"7743","GPT",43,"OP",3,1,100
"7744","GPT",43,"OP",4,1,100
"7745","GPT",43,"OP",5,1,80
"7746","GPT",43,"OP",6,1,80
"7747","GPT",43,"OP",7,1,100
"7748","GPT",43,"OP",8,1,100
"7749","GPT",43,"OP",9,1,100
"7750","GPT",43,"OP",10,1,100
"7751","GPT",43,"OP",11,1,100
"7752","GPT",43,"OP",12,1,100
"7753","GPT",43,"OP",13,0,80
"7754","GPT",43,"OP",14,0,90
"7755","GPT",43,"OP",15,1,100
"7756","GPT",43,"OP",16,1,100
"7757","GPT",43,"OP",17,1,85
"7758","GPT",43,"OP",18,0,90
"7759","GPT",43,"OP",19,0,60
"7760","GPT",43,"OP",20,0,100
"7761","GPT",43,"4C",1,1,100
"7762","GPT",43,"4C",2,1,100
"7763","GPT",43,"4C",3,1,100
"7764","GPT",43,"4C",4,1,100
"7765","GPT",43,"4C",5,1,100
"7766","GPT",43,"4C",6,1,100
"7767","GPT",43,"4C",7,1,100
"7768","GPT",43,"4C",8,1,100
"7769","GPT",43,"4C",9,0,100
"7770","GPT",43,"4C",10,1,100
"7771","GPT",43,"4C",11,1,100
"7772","GPT",43,"4C",12,0,100
"7773","GPT",43,"4C",13,1,90
"7774","GPT",43,"4C",14,1,80
"7775","GPT",43,"4C",15,1,100
"7776","GPT",43,"4C",16,1,100
"7777","GPT",43,"4C",17,1,80
"7778","GPT",43,"4C",18,1,90
"7779","GPT",43,"4C",19,1,80
"7780","GPT",43,"4C",20,0,100
"7781","GPT",43,"2C",1,1,100
"7782","GPT",43,"2C",2,1,100
"7783","GPT",43,"2C",3,1,100
"7784","GPT",43,"2C",4,1,100
"7785","GPT",43,"2C",5,1,100
"7786","GPT",43,"2C",6,1,100
"7787","GPT",43,"2C",7,1,100
"7788","GPT",43,"2C",8,1,100
"7789","GPT",43,"2C",9,1,100
"7790","GPT",43,"2C",10,1,95
"7791","GPT",43,"2C",11,1,100
"7792","GPT",43,"2C",12,1,100
"7793","GPT",43,"2C",13,1,100
"7794","GPT",43,"2C",14,0,90
"7795","GPT",43,"2C",15,1,80
"7796","GPT",43,"2C",16,0,90
"7797","GPT",43,"2C",17,1,90
"7798","GPT",43,"2C",18,1,80
"7799","GPT",43,"2C",19,0,95
"7800","GPT",43,"2C",20,1,100
"7801","GPT",44,"OP",1,1,100
"7802","GPT",44,"OP",2,1,100
"7803","GPT",44,"OP",3,0,100
"7804","GPT",44,"OP",4,1,100
"7805","GPT",44,"OP",5,1,80
"7806","GPT",44,"OP",6,1,80
"7807","GPT",44,"OP",7,1,100
"7808","GPT",44,"OP",8,1,100
"7809","GPT",44,"OP",9,1,100
"7810","GPT",44,"OP",10,1,80
"7811","GPT",44,"OP",11,1,100
"7812","GPT",44,"OP",12,1,100
"7813","GPT",44,"OP",13,0,80
"7814","GPT",44,"OP",14,1,90
"7815","GPT",44,"OP",15,1,100
"7816","GPT",44,"OP",16,1,100
"7817","GPT",44,"OP",17,1,85
"7818","GPT",44,"OP",18,1,90
"7819","GPT",44,"OP",19,0,70
"7820","GPT",44,"OP",20,0,100
"7821","GPT",44,"4C",1,1,100
"7822","GPT",44,"4C",2,1,100
"7823","GPT",44,"4C",3,1,100
"7824","GPT",44,"4C",4,1,100
"7825","GPT",44,"4C",5,1,100
"7826","GPT",44,"4C",6,1,100
"7827","GPT",44,"4C",7,1,100
"7828","GPT",44,"4C",8,1,100
"7829","GPT",44,"4C",9,0,100
"7830","GPT",44,"4C",10,1,100
"7831","GPT",44,"4C",11,1,100
"7832","GPT",44,"4C",12,0,80
"7833","GPT",44,"4C",13,1,100
"7834","GPT",44,"4C",14,1,90
"7835","GPT",44,"4C",15,1,100
"7836","GPT",44,"4C",16,1,100
"7837","GPT",44,"4C",17,1,85
"7838","GPT",44,"4C",18,1,90
"7839","GPT",44,"4C",19,1,90
"7840","GPT",44,"4C",20,0,100
"7841","GPT",44,"2C",1,1,100
"7842","GPT",44,"2C",2,1,100
"7843","GPT",44,"2C",3,1,100
"7844","GPT",44,"2C",4,1,100
"7845","GPT",44,"2C",5,1,80
"7846","GPT",44,"2C",6,1,100
"7847","GPT",44,"2C",7,1,100
"7848","GPT",44,"2C",8,1,100
"7849","GPT",44,"2C",9,1,100
"7850","GPT",44,"2C",10,1,100
"7851","GPT",44,"2C",11,1,100
"7852","GPT",44,"2C",12,1,100
"7853","GPT",44,"2C",13,1,80
"7854","GPT",44,"2C",14,0,100
"7855","GPT",44,"2C",15,1,80
"7856","GPT",44,"2C",16,0,90
"7857","GPT",44,"2C",17,1,90
"7858","GPT",44,"2C",18,1,90
"7859","GPT",44,"2C",19,0,100
"7860","GPT",44,"2C",20,1,100
"7861","GPT",45,"OP",1,1,100
"7862","GPT",45,"OP",2,1,100
"7863","GPT",45,"OP",3,0,100
"7864","GPT",45,"OP",4,1,100
"7865","GPT",45,"OP",5,1,90
"7866","GPT",45,"OP",6,1,90
"7867","GPT",45,"OP",7,1,100
"7868","GPT",45,"OP",8,1,100
"7869","GPT",45,"OP",9,1,100
"7870","GPT",45,"OP",10,1,90
"7871","GPT",45,"OP",11,1,100
"7872","GPT",45,"OP",12,1,100
"7873","GPT",45,"OP",13,0,80
"7874","GPT",45,"OP",14,0,80
"7875","GPT",45,"OP",15,1,100
"7876","GPT",45,"OP",16,1,80
"7877","GPT",45,"OP",17,1,80
"7878","GPT",45,"OP",18,1,90
"7879","GPT",45,"OP",19,1,80
"7880","GPT",45,"OP",20,0,100
"7881","GPT",45,"4C",1,1,100
"7882","GPT",45,"4C",2,1,100
"7883","GPT",45,"4C",3,1,100
"7884","GPT",45,"4C",4,1,100
"7885","GPT",45,"4C",5,1,100
"7886","GPT",45,"4C",6,1,100
"7887","GPT",45,"4C",7,1,100
"7888","GPT",45,"4C",8,1,100
"7889","GPT",45,"4C",9,0,100
"7890","GPT",45,"4C",10,1,100
"7891","GPT",45,"4C",11,1,100
"7892","GPT",45,"4C",12,1,100
"7893","GPT",45,"4C",13,1,100
"7894","GPT",45,"4C",14,1,80
"7895","GPT",45,"4C",15,1,100
"7896","GPT",45,"4C",16,1,100
"7897","GPT",45,"4C",17,1,80
"7898","GPT",45,"4C",18,1,90
"7899","GPT",45,"4C",19,1,90
"7900","GPT",45,"4C",20,0,100
"7901","GPT",45,"2C",1,1,100
"7902","GPT",45,"2C",2,1,100
"7903","GPT",45,"2C",3,1,100
"7904","GPT",45,"2C",4,1,100
"7905","GPT",45,"2C",5,1,90
"7906","GPT",45,"2C",6,1,100
"7907","GPT",45,"2C",7,1,100
"7908","GPT",45,"2C",8,1,100
"7909","GPT",45,"2C",9,1,100
"7910","GPT",45,"2C",10,1,100
"7911","GPT",45,"2C",11,1,100
"7912","GPT",45,"2C",12,1,100
"7913","GPT",45,"2C",13,1,100
"7914","GPT",45,"2C",14,0,100
"7915","GPT",45,"2C",15,1,80
"7916","GPT",45,"2C",16,0,80
"7917","GPT",45,"2C",17,1,95
"7918","GPT",45,"2C",18,1,90
"7919","GPT",45,"2C",19,0,100
"7920","GPT",45,"2C",20,1,100
"7921","GPT",46,"OP",1,1,100
"7922","GPT",46,"OP",2,1,100
"7923","GPT",46,"OP",3,0,100
"7924","GPT",46,"OP",4,1,100
"7925","GPT",46,"OP",5,1,90
"7926","GPT",46,"OP",6,1,90
"7927","GPT",46,"OP",7,1,100
"7928","GPT",46,"OP",8,1,100
"7929","GPT",46,"OP",9,1,100
"7930","GPT",46,"OP",10,1,100
"7931","GPT",46,"OP",11,1,100
"7932","GPT",46,"OP",12,1,100
"7933","GPT",46,"OP",13,0,80
"7934","GPT",46,"OP",14,1,85
"7935","GPT",46,"OP",15,1,100
"7936","GPT",46,"OP",16,1,80
"7937","GPT",46,"OP",17,1,85
"7938","GPT",46,"OP",18,1,90
"7939","GPT",46,"OP",19,0,60
"7940","GPT",46,"OP",20,0,100
"7941","GPT",46,"4C",1,1,100
"7942","GPT",46,"4C",2,1,100
"7943","GPT",46,"4C",3,1,100
"7944","GPT",46,"4C",4,1,100
"7945","GPT",46,"4C",5,1,100
"7946","GPT",46,"4C",6,1,100
"7947","GPT",46,"4C",7,1,100
"7948","GPT",46,"4C",8,1,100
"7949","GPT",46,"4C",9,1,100
"7950","GPT",46,"4C",10,1,100
"7951","GPT",46,"4C",11,1,100
"7952","GPT",46,"4C",12,1,100
"7953","GPT",46,"4C",13,1,90
"7954","GPT",46,"4C",14,1,100
"7955","GPT",46,"4C",15,1,100
"7956","GPT",46,"4C",16,1,90
"7957","GPT",46,"4C",17,1,70
"7958","GPT",46,"4C",18,1,80
"7959","GPT",46,"4C",19,1,95
"7960","GPT",46,"4C",20,0,100
"7961","GPT",46,"2C",1,1,100
"7962","GPT",46,"2C",2,1,100
"7963","GPT",46,"2C",3,1,100
"7964","GPT",46,"2C",4,1,100
"7965","GPT",46,"2C",5,1,80
"7966","GPT",46,"2C",6,1,100
"7967","GPT",46,"2C",7,1,100
"7968","GPT",46,"2C",8,1,100
"7969","GPT",46,"2C",9,1,100
"7970","GPT",46,"2C",10,1,90
"7971","GPT",46,"2C",11,1,100
"7972","GPT",46,"2C",12,1,80
"7973","GPT",46,"2C",13,1,95
"7974","GPT",46,"2C",14,0,95
"7975","GPT",46,"2C",15,1,80
"7976","GPT",46,"2C",16,0,80
"7977","GPT",46,"2C",17,1,90
"7978","GPT",46,"2C",18,1,80
"7979","GPT",46,"2C",19,0,100
"7980","GPT",46,"2C",20,1,100
"7981","GPT",47,"OP",1,1,100
"7982","GPT",47,"OP",2,1,100
"7983","GPT",47,"OP",3,0,100
"7984","GPT",47,"OP",4,1,100
"7985","GPT",47,"OP",5,1,90
"7986","GPT",47,"OP",6,1,80
"7987","GPT",47,"OP",7,1,100
"7988","GPT",47,"OP",8,1,100
"7989","GPT",47,"OP",9,1,90
"7990","GPT",47,"OP",10,1,100
"7991","GPT",47,"OP",11,1,100
"7992","GPT",47,"OP",12,1,100
"7993","GPT",47,"OP",13,0,80
"7994","GPT",47,"OP",14,1,100
"7995","GPT",47,"OP",15,1,100
"7996","GPT",47,"OP",16,1,90
"7997","GPT",47,"OP",17,1,85
"7998","GPT",47,"OP",18,0,90
"7999","GPT",47,"OP",19,0,80
"8000","GPT",47,"OP",20,1,100
"8001","GPT",47,"4C",1,1,100
"8002","GPT",47,"4C",2,1,100
"8003","GPT",47,"4C",3,1,100
"8004","GPT",47,"4C",4,1,100
"8005","GPT",47,"4C",5,1,100
"8006","GPT",47,"4C",6,1,100
"8007","GPT",47,"4C",7,1,100
"8008","GPT",47,"4C",8,1,100
"8009","GPT",47,"4C",9,0,100
"8010","GPT",47,"4C",10,1,100
"8011","GPT",47,"4C",11,1,100
"8012","GPT",47,"4C",12,0,100
"8013","GPT",47,"4C",13,1,100
"8014","GPT",47,"4C",14,1,80
"8015","GPT",47,"4C",15,1,100
"8016","GPT",47,"4C",16,1,100
"8017","GPT",47,"4C",17,1,70
"8018","GPT",47,"4C",18,1,90
"8019","GPT",47,"4C",19,1,98
"8020","GPT",47,"4C",20,0,100
"8021","GPT",47,"2C",1,1,100
"8022","GPT",47,"2C",2,1,100
"8023","GPT",47,"2C",3,1,100
"8024","GPT",47,"2C",4,1,100
"8025","GPT",47,"2C",5,1,80
"8026","GPT",47,"2C",6,1,100
"8027","GPT",47,"2C",7,1,100
"8028","GPT",47,"2C",8,1,100
"8029","GPT",47,"2C",9,1,100
"8030","GPT",47,"2C",10,0,80
"8031","GPT",47,"2C",11,1,100
"8032","GPT",47,"2C",12,1,100
"8033","GPT",47,"2C",13,1,100
"8034","GPT",47,"2C",14,0,95
"8035","GPT",47,"2C",15,1,80
"8036","GPT",47,"2C",16,0,95
"8037","GPT",47,"2C",17,1,90
"8038","GPT",47,"2C",18,1,90
"8039","GPT",47,"2C",19,0,95
"8040","GPT",47,"2C",20,1,100
"8041","GPT",48,"OP",1,1,100
"8042","GPT",48,"OP",2,1,100
"8043","GPT",48,"OP",3,1,100
"8044","GPT",48,"OP",4,1,100
"8045","GPT",48,"OP",5,1,80
"8046","GPT",48,"OP",6,1,80
"8047","GPT",48,"OP",7,1,100
"8048","GPT",48,"OP",8,1,100
"8049","GPT",48,"OP",9,1,100
"8050","GPT",48,"OP",10,1,90
"8051","GPT",48,"OP",11,1,100
"8052","GPT",48,"OP",12,1,100
"8053","GPT",48,"OP",13,0,80
"8054","GPT",48,"OP",14,0,95
"8055","GPT",48,"OP",15,1,100
"8056","GPT",48,"OP",16,1,100
"8057","GPT",48,"OP",17,1,85
"8058","GPT",48,"OP",18,1,85
"8059","GPT",48,"OP",19,0,80
"8060","GPT",48,"OP",20,0,100
"8061","GPT",48,"4C",1,1,100
"8062","GPT",48,"4C",2,1,100
"8063","GPT",48,"4C",3,1,100
"8064","GPT",48,"4C",4,1,100
"8065","GPT",48,"4C",5,1,100
"8066","GPT",48,"4C",6,1,100
"8067","GPT",48,"4C",7,1,100
"8068","GPT",48,"4C",8,1,100
"8069","GPT",48,"4C",9,0,100
"8070","GPT",48,"4C",10,1,100
"8071","GPT",48,"4C",11,1,100
"8072","GPT",48,"4C",12,1,100
"8073","GPT",48,"4C",13,1,100
"8074","GPT",48,"4C",14,1,90
"8075","GPT",48,"4C",15,1,100
"8076","GPT",48,"4C",16,1,100
"8077","GPT",48,"4C",17,1,80
"8078","GPT",48,"4C",18,1,80
"8079","GPT",48,"4C",19,1,100
"8080","GPT",48,"4C",20,0,100
"8081","GPT",48,"2C",1,1,100
"8082","GPT",48,"2C",2,1,100
"8083","GPT",48,"2C",3,1,100
"8084","GPT",48,"2C",4,1,100
"8085","GPT",48,"2C",5,1,80
"8086","GPT",48,"2C",6,1,100
"8087","GPT",48,"2C",7,1,100
"8088","GPT",48,"2C",8,1,100
"8089","GPT",48,"2C",9,1,100
"8090","GPT",48,"2C",10,1,100
"8091","GPT",48,"2C",11,1,100
"8092","GPT",48,"2C",12,1,90
"8093","GPT",48,"2C",13,1,90
"8094","GPT",48,"2C",14,0,100
"8095","GPT",48,"2C",15,1,80
"8096","GPT",48,"2C",16,1,90
"8097","GPT",48,"2C",17,1,80
"8098","GPT",48,"2C",18,1,90
"8099","GPT",48,"2C",19,0,100
"8100","GPT",48,"2C",20,1,100
"8101","GPT",49,"OP",1,1,100
"8102","GPT",49,"OP",2,1,100
"8103","GPT",49,"OP",3,1,100
"8104","GPT",49,"OP",4,1,100
"8105","GPT",49,"OP",5,1,80
"8106","GPT",49,"OP",6,1,100
"8107","GPT",49,"OP",7,1,100
"8108","GPT",49,"OP",8,1,100
"8109","GPT",49,"OP",9,1,90
"8110","GPT",49,"OP",10,1,100
"8111","GPT",49,"OP",11,1,100
"8112","GPT",49,"OP",12,1,100
"8113","GPT",49,"OP",13,0,90
"8114","GPT",49,"OP",14,0,90
"8115","GPT",49,"OP",15,1,100
"8116","GPT",49,"OP",16,1,90
"8117","GPT",49,"OP",17,1,90
"8118","GPT",49,"OP",18,1,90
"8119","GPT",49,"OP",19,0,70
"8120","GPT",49,"OP",20,0,100
"8121","GPT",49,"4C",1,1,100
"8122","GPT",49,"4C",2,1,100
"8123","GPT",49,"4C",3,1,100
"8124","GPT",49,"4C",4,1,100
"8125","GPT",49,"4C",5,1,100
"8126","GPT",49,"4C",6,1,100
"8127","GPT",49,"4C",7,1,100
"8128","GPT",49,"4C",8,1,100
