"Agent","AgentID","Cond","Qnum","Correctness"
"Human",52,"op",5,1
"Human",52,"op",6,1
"Human",52,"op",7,1
"Human",52,"op",8,0
"Human",52,"op",9,1
"Human",52,"op",10,1
"Human",52,"op",11,1
"Human",52,"op",12,1
"Human",52,"op",13,1
"Human",52,"op",14,0
"Human",52,"op",15,0
"Human",52,"op",16,1
"Human",52,"op",17,0
"Human",52,"op",18,1
"Human",52,"op",19,0
"Human",52,"op",20,0
"Human",52,"2c",1,1
"Human",52,"2c",2,0
"Human",52,"2c",3,1
"Human",52,"2c",4,1
"Human",52,"2c",5,0
"Human",52,"2c",6,1
"Human",52,"2c",7,1
"Human",52,"2c",8,1
"Human",52,"2c",9,1
"Human",52,"2c",10,1
"Human",52,"2c",11,1
"Human",52,"2c",12,1
"Human",52,"2c",13,1
"Human",52,"2c",14,1
"Human",52,"2c",15,0
"Human",52,"2c",16,1
"Human",52,"2c",17,0
"Human",52,"2c",18,1
"Human",52,"2c",19,1
"Human",52,"2c",20,1
"Human",52,"4c",1,1
"Human",52,"4c",2,1
"Human",52,"4c",3,1
"Human",52,"4c",4,0
"Human",52,"4c",5,1
"Human",52,"4c",6,1
"Human",52,"4c",7,1
"Human",52,"4c",8,1
"Human",52,"4c",9,1
"Human",52,"4c",10,1
"Human",52,"4c",11,1
"Human",52,"4c",12,1
"Human",52,"4c",13,1
"Human",52,"4c",14,1
"Human",52,"4c",15,0
"Human",52,"4c",16,1
"Human",52,"4c",17,0
"Human",52,"4c",18,1
"Human",52,"4c",19,1
"Human",52,"4c",20,1
"Human",53,"op",1,1
"Human",53,"op",2,1
"Human",53,"op",3,0
"Human",53,"op",4,1
"Human",53,"op",5,1
"Human",53,"op",6,1
"Human",53,"op",7,1
"Human",53,"op",8,0
"Human",53,"op",9,0
"Human",53,"op",10,1
"Human",53,"op",11,1
"Human",53,"op",12,0
"Human",53,"op",13,1
"Human",53,"op",14,1
"Human",53,"op",15,1
"Human",53,"op",16,0
"Human",53,"op",17,0
"Human",53,"op",18,0
"Human",53,"op",19,1
"Human",53,"op",20,0
"Human",53,"2c",1,1
"Human",53,"2c",2,1
"Human",53,"2c",3,1
"Human",53,"2c",4,1
"Human",53,"2c",5,0
"Human",53,"2c",6,1
"Human",53,"2c",7,1
"Human",53,"2c",8,0
"Human",53,"2c",9,1
"Human",53,"2c",10,1
"Human",53,"2c",11,1
"Human",53,"2c",12,1
"Human",53,"2c",13,1
"Human",53,"2c",14,1
"Human",53,"2c",15,1
"Human",53,"2c",16,0
"Human",53,"2c",17,1
"Human",53,"2c",18,0
"Human",53,"2c",19,1
"Human",53,"2c",20,1
"Human",53,"4c",1,1
"Human",53,"4c",2,1
"Human",53,"4c",3,1
"Human",53,"4c",4,0
"Human",53,"4c",5,1
"Human",53,"4c",6,1
"Human",53,"4c",7,1
"Human",53,"4c",8,0
"Human",53,"4c",9,0
"Human",53,"4c",10,1
"Human",53,"4c",11,1
"Human",53,"4c",12,1
"Human",53,"4c",13,1
"Human",53,"4c",14,1
"Human",53,"4c",15,1
"Human",53,"4c",16,0
"Human",53,"4c",17,0
"Human",53,"4c",18,0
"Human",53,"4c",19,1
"Human",53,"4c",20,1
"Human",54,"op",1,1
"Human",54,"op",2,1
"Human",54,"op",3,0
"Human",54,"op",4,1
"Human",54,"op",5,1
"Human",54,"op",6,1
"Human",54,"op",7,1
"Human",54,"op",8,0
"Human",54,"op",9,0
"Human",54,"op",10,1
"Human",54,"op",11,0
"Human",54,"op",12,1
"Human",54,"op",13,1
"Human",54,"op",14,1
"Human",54,"op",15,0
"Human",54,"op",16,0
"Human",54,"op",17,0
"Human",54,"op",18,0
"Human",54,"op",19,0
"Human",54,"op",20,0
"Human",54,"2c",1,1
"Human",54,"2c",2,0
"Human",54,"2c",3,1
"Human",54,"2c",4,1
"Human",54,"2c",5,1
"Human",54,"2c",6,1
"Human",54,"2c",7,1
"Human",54,"2c",8,1
"Human",54,"2c",9,0
"Human",54,"2c",10,1
"Human",54,"2c",11,1
"Human",54,"2c",12,1
"Human",54,"2c",13,1
"Human",54,"2c",14,1
"Human",54,"2c",15,0
"Human",54,"2c",16,1
"Human",54,"2c",17,1
"Human",54,"2c",18,0
"Human",54,"2c",19,0
"Human",54,"2c",20,1
"Human",54,"4c",1,1
"Human",54,"4c",2,1
"Human",54,"4c",3,0
"Human",54,"4c",4,1
"Human",54,"4c",5,1
"Human",54,"4c",6,1
"Human",54,"4c",7,1
"Human",54,"4c",8,1
"Human",54,"4c",9,1
"Human",54,"4c",10,1
"Human",54,"4c",11,1
"Human",54,"4c",12,1
"Human",54,"4c",13,1
"Human",54,"4c",14,1
"Human",54,"4c",15,0
"Human",54,"4c",16,1
"Human",54,"4c",17,0
"Human",54,"4c",18,1
"Human",54,"4c",19,0
"Human",54,"4c",20,1
"Human",55,"op",1,1
"Human",55,"op",2,0
"Human",55,"op",3,0
"Human",55,"op",4,1
"Human",55,"op",5,1
"Human",55,"op",6,1
"Human",55,"op",7,1
"Human",55,"op",8,0
"Human",55,"op",9,1
"Human",55,"op",10,1
"Human",55,"op",11,0
"Human",55,"op",12,0
"Human",55,"op",13,1
"Human",55,"op",14,1
"Human",55,"op",15,1
"Human",55,"op",16,1
"Human",55,"op",17,0
"Human",55,"op",18,1
"Human",55,"op",19,0
"Human",55,"op",20,0
"Human",55,"2c",1,1
"Human",55,"2c",2,0
"Human",55,"2c",3,1
"Human",55,"2c",4,1
"Human",55,"2c",5,1
"Human",55,"2c",6,1
"Human",55,"2c",7,1
"Human",55,"2c",8,0
"Human",55,"2c",9,1
"Human",55,"2c",10,0
"Human",55,"2c",11,1
"Human",55,"2c",12,0
"Human",55,"2c",13,1
"Human",55,"2c",14,1
"Human",55,"2c",15,1
"Human",55,"2c",16,0
"Human",55,"2c",17,1
"Human",55,"2c",18,1
"Human",55,"2c",19,1
"Human",55,"2c",20,1
"Human",55,"4c",1,1
"Human",55,"4c",2,1
"Human",55,"4c",3,1
"Human",55,"4c",4,1
"Human",55,"4c",5,1
"Human",55,"4c",6,1
"Human",55,"4c",7,0
"Human",55,"4c",8,1
"Human",55,"4c",9,1
"Human",55,"4c",10,0
"Human",55,"4c",11,1
"Human",55,"4c",12,1
"Human",55,"4c",13,1
"Human",55,"4c",14,1
"Human",55,"4c",15,1
"Human",55,"4c",16,1
"Human",55,"4c",17,0
"Human",55,"4c",18,1
"Human",55,"4c",19,1
"Human",55,"4c",20,1
"Human",56,"op",1,1
"Human",56,"op",2,1
"Human",56,"op",3,0
"Human",56,"op",4,1
"Human",56,"op",5,0
"Human",56,"op",6,1
"Human",56,"op",7,1
"Human",56,"op",8,0
"Human",56,"op",9,0
"Human",56,"op",10,1
"Human",56,"op",11,0
"Human",56,"op",12,0
"Human",56,"op",13,0
"Human",56,"op",14,1
"Human",56,"op",15,0
"Human",56,"op",16,0
"Human",56,"op",17,0
"Human",56,"op",18,0
"Human",56,"op",19,0
"Human",56,"op",20,0
"Human",56,"2c",1,1
"Human",56,"2c",2,0
"Human",56,"2c",3,1
"Human",56,"2c",4,1
"Human",56,"2c",5,1
"Human",56,"2c",6,1
"Human",56,"2c",7,1
"Human",56,"2c",8,1
"Human",56,"2c",9,1
"Human",56,"2c",10,1
"Human",56,"2c",11,1
"Human",56,"2c",12,0
"Human",56,"2c",13,1
"Human",56,"2c",14,0
"Human",56,"2c",15,1
"Human",56,"2c",16,0
"Human",56,"2c",17,1
"Human",56,"2c",18,0
"Human",56,"2c",19,0
"Human",56,"2c",20,0
"Human",56,"4c",1,1
"Human",56,"4c",2,1
"Human",56,"4c",3,0
"Human",56,"4c",4,1
"Human",56,"4c",5,1
"Human",56,"4c",6,1
"Human",56,"4c",7,1
"Human",56,"4c",8,0
"Human",56,"4c",9,0
"Human",56,"4c",10,1
"Human",56,"4c",11,1
"Human",56,"4c",12,0
"Human",56,"4c",13,1
"Human",56,"4c",14,1
"Human",56,"4c",15,1
"Human",56,"4c",16,0
"Human",56,"4c",17,1
"Human",56,"4c",18,1
"Human",56,"4c",19,1
"Human",56,"4c",20,0
"Human",57,"op",1,1
"Human",57,"op",2,0
"Human",57,"op",3,0
"Human",57,"op",4,0
"Human",57,"op",5,0
"Human",57,"op",6,1
"Human",57,"op",7,1
"Human",57,"op",8,0
"Human",57,"op",9,0
"Human",57,"op",10,1
"Human",57,"op",11,0
"Human",57,"op",12,1
"Human",57,"op",13,1
"Human",57,"op",14,1
"Human",57,"op",15,0
"Human",57,"op",16,0
"Human",57,"op",17,0
"Human",57,"op",18,0
"Human",57,"op",19,1
"Human",57,"op",20,0
"Human",57,"2c",1,1
"Human",57,"2c",2,0
"Human",57,"2c",3,1
"Human",57,"2c",4,0
"Human",57,"2c",5,0
"Human",57,"2c",6,1
"Human",57,"2c",7,1
"Human",57,"2c",8,1
"Human",57,"2c",9,1
"Human",57,"2c",10,1
"Human",57,"2c",11,1
"Human",57,"2c",12,1
"Human",57,"2c",13,1
"Human",57,"2c",14,1
"Human",57,"2c",15,0
"Human",57,"2c",16,0
"Human",57,"2c",17,1
"Human",57,"2c",18,0
"Human",57,"2c",19,1
"Human",57,"2c",20,0
"Human",57,"4c",1,1
"Human",57,"4c",2,1
"Human",57,"4c",3,1
"Human",57,"4c",4,0
"Human",57,"4c",5,0
"Human",57,"4c",6,1
"Human",57,"4c",7,1
"Human",57,"4c",8,1
"Human",57,"4c",9,1
"Human",57,"4c",10,1
"Human",57,"4c",11,1
"Human",57,"4c",12,1
"Human",57,"4c",13,1
"Human",57,"4c",14,1
"Human",57,"4c",15,0
"Human",57,"4c",16,0
"Human",57,"4c",17,0
"Human",57,"4c",18,1
"Human",57,"4c",19,1
"Human",57,"4c",20,1
"Human",58,"op",1,1
"Human",58,"op",2,1
"Human",58,"op",3,0
"Human",58,"op",4,0
"Human",58,"op",5,1
"Human",58,"op",6,1
"Human",58,"op",7,1
"Human",58,"op",8,0
"Human",58,"op",9,0
"Human",58,"op",10,0
"Human",58,"op",11,0
"Human",58,"op",12,0
"Human",58,"op",13,0
"Human",58,"op",14,0
"Human",58,"op",15,0
"Human",58,"op",16,0
"Human",58,"op",17,0
"Human",58,"op",18,1
"Human",58,"op",19,0
"Human",58,"op",20,0
"Human",58,"2c",1,1
"Human",58,"2c",2,1
"Human",58,"2c",3,1
"Human",58,"2c",4,0
"Human",58,"2c",5,1
"Human",58,"2c",6,1
"Human",58,"2c",7,1
"Human",58,"2c",8,0
"Human",58,"2c",9,0
"Human",58,"2c",10,0
"Human",58,"2c",11,1
"Human",58,"2c",12,1
"Human",58,"2c",13,0
"Human",58,"2c",14,0
"Human",58,"2c",15,0
"Human",58,"2c",16,0
"Human",58,"2c",17,1
"Human",58,"2c",18,0
"Human",58,"2c",19,1
"Human",58,"2c",20,1
"Human",58,"4c",1,1
"Human",58,"4c",2,1
"Human",58,"4c",3,1
"Human",58,"4c",4,1
"Human",58,"4c",5,1
"Human",58,"4c",6,1
"Human",58,"4c",7,1
"Human",58,"4c",8,1
"Human",58,"4c",9,0
"Human",58,"4c",10,0
"Human",58,"4c",11,1
"Human",58,"4c",12,1
"Human",58,"4c",13,0
"Human",58,"4c",14,1
"Human",58,"4c",15,0
"Human",58,"4c",16,0
"Human",58,"4c",17,0
"Human",58,"4c",18,1
"Human",58,"4c",19,0
"Human",58,"4c",20,0
"Human",59,"op",1,1
"Human",59,"op",2,1
"Human",59,"op",3,0
"Human",59,"op",4,1
"Human",59,"op",5,0
"Human",59,"op",6,1
"Human",59,"op",7,1
"Human",59,"op",8,0
"Human",59,"op",9,0
"Human",59,"op",10,1
"Human",59,"op",11,0
"Human",59,"op",12,1
"Human",59,"op",13,1
"Human",59,"op",14,1
"Human",59,"op",15,1
"Human",59,"op",16,0
"Human",59,"op",17,0
"Human",59,"op",18,0
"Human",59,"op",19,0
"Human",59,"op",20,0
"Human",59,"2c",1,1
"Human",59,"2c",2,0
"Human",59,"2c",3,1
"Human",59,"2c",4,1
"Human",59,"2c",5,0
"Human",59,"2c",6,1
"Human",59,"2c",7,1
"Human",59,"2c",8,0
"Human",59,"2c",9,1
"Human",59,"2c",10,1
"Human",59,"2c",11,1
"Human",59,"2c",12,1
"Human",59,"2c",13,1
"Human",59,"2c",14,1
"Human",59,"2c",15,1
"Human",59,"2c",16,0
"Human",59,"2c",17,1
"Human",59,"2c",18,1
"Human",59,"2c",19,0
"Human",59,"2c",20,0
"Human",59,"4c",1,1
"Human",59,"4c",2,1
"Human",59,"4c",3,1
"Human",59,"4c",4,1
"Human",59,"4c",5,1
"Human",59,"4c",6,1
"Human",59,"4c",7,1
"Human",59,"4c",8,0
"Human",59,"4c",9,1
"Human",59,"4c",10,1
"Human",59,"4c",11,1
"Human",59,"4c",12,1
"Human",59,"4c",13,1
"Human",59,"4c",14,1
"Human",59,"4c",15,1
"Human",59,"4c",16,0
"Human",59,"4c",17,0
"Human",59,"4c",18,1
"Human",59,"4c",19,1
"Human",59,"4c",20,0
"Human",60,"op",1,1
"Human",60,"op",2,1
"Human",60,"op",3,0
"Human",60,"op",4,1
"Human",60,"op",5,0
"Human",60,"op",6,1
"Human",60,"op",7,1
"Human",60,"op",8,0
"Human",60,"op",9,0
"Human",60,"op",10,1
"Human",60,"op",11,0
"Human",60,"op",12,0
"Human",60,"op",13,0
"Human",60,"op",14,0
"Human",60,"op",15,0
"Human",60,"op",16,1
"Human",60,"op",17,0
"Human",60,"op",18,0
"Human",60,"op",19,0
"Human",60,"op",20,0
"Human",60,"2c",1,1
"Human",60,"2c",2,1
"Human",60,"2c",3,1
"Human",60,"2c",4,1
"Human",60,"2c",5,0
"Human",60,"2c",6,1
"Human",60,"2c",7,1
"Human",60,"2c",8,0
"Human",60,"2c",9,1
"Human",60,"2c",10,1
"Human",60,"2c",11,1
"Human",60,"2c",12,1
"Human",60,"2c",13,1
"Human",60,"2c",14,0
"Human",60,"2c",15,1
"Human",60,"2c",16,0
"Human",60,"2c",17,1
"Human",60,"2c",18,1
"Human",60,"2c",19,0
"Human",60,"2c",20,1
"Human",60,"4c",1,1
"Human",60,"4c",2,0
"Human",60,"4c",3,0
"Human",60,"4c",4,1
"Human",60,"4c",5,1
"Human",60,"4c",6,1
"Human",60,"4c",7,1
"Human",60,"4c",8,0
"Human",60,"4c",9,1
"Human",60,"4c",10,1
"Human",60,"4c",11,1
"Human",60,"4c",12,1
"Human",60,"4c",13,0
"Human",60,"4c",14,1
"Human",60,"4c",15,1
"Human",60,"4c",16,1
"Human",60,"4c",17,0
"Human",60,"4c",18,1
"Human",60,"4c",19,0
"Human",60,"4c",20,1
"Human",61,"op",1,1
"Human",61,"op",2,1
"Human",61,"op",3,0
"Human",61,"op",4,1
"Human",61,"op",5,1
"Human",61,"op",6,1
"Human",61,"op",7,1
"Human",61,"op",8,0
"Human",61,"op",9,0
"Human",61,"op",10,1
"Human",61,"op",11,0
"Human",61,"op",12,0
"Human",61,"op",13,0
"Human",61,"op",14,1
"Human",61,"op",15,0
"Human",61,"op",16,0
"Human",61,"op",17,0
"Human",61,"op",18,0
"Human",61,"op",19,0
"Human",61,"op",20,0
"Human",61,"2c",1,1
"Human",61,"2c",2,0
"Human",61,"2c",3,1
"Human",61,"2c",4,1
"Human",61,"2c",5,1
"Human",61,"2c",6,1
"Human",61,"2c",7,1
"Human",61,"2c",8,0
"Human",61,"2c",9,1
"Human",61,"2c",10,1
"Human",61,"2c",11,1
"Human",61,"2c",12,1
"Human",61,"2c",13,0
"Human",61,"2c",14,1
"Human",61,"2c",15,1
"Human",61,"2c",16,0
"Human",61,"2c",17,1
"Human",61,"2c",18,1
"Human",61,"2c",19,0
"Human",61,"2c",20,1
"Human",61,"4c",1,1
"Human",61,"4c",2,1
"Human",61,"4c",3,1
"Human",61,"4c",4,1
"Human",61,"4c",5,1
"Human",61,"4c",6,1
"Human",61,"4c",7,1
"Human",61,"4c",8,1
"Human",61,"4c",9,0
"Human",61,"4c",10,1
"Human",61,"4c",11,1
"Human",61,"4c",12,1
"Human",61,"4c",13,1
"Human",61,"4c",14,1
"Human",61,"4c",15,1
"Human",61,"4c",16,0
"Human",61,"4c",17,0
"Human",61,"4c",18,0
"Human",61,"4c",19,1
"Human",61,"4c",20,1
"Human",62,"op",1,1
"Human",62,"op",2,1
"Human",62,"op",3,0
"Human",62,"op",4,1
"Human",62,"op",5,1
"Human",62,"op",6,1
"Human",62,"op",7,1
"Human",62,"op",8,1
"Human",62,"op",9,0
"Human",62,"op",10,1
"Human",62,"op",11,0
"Human",62,"op",12,1
"Human",62,"op",13,0
"Human",62,"op",14,1
"Human",62,"op",15,0
"Human",62,"op",16,0
"Human",62,"op",17,0
"Human",62,"op",18,0
"Human",62,"op",19,0
"Human",62,"op",20,0
"Human",62,"2c",1,1
"Human",62,"2c",2,0
"Human",62,"2c",3,1
"Human",62,"2c",4,1
"Human",62,"2c",5,1
"Human",62,"2c",6,1
"Human",62,"2c",7,1
"Human",62,"2c",8,1
"Human",62,"2c",9,0
"Human",62,"2c",10,0
"Human",62,"2c",11,1
"Human",62,"2c",12,1
"Human",62,"2c",13,0
"Human",62,"2c",14,0
"Human",62,"2c",15,1
"Human",62,"2c",16,0
"Human",62,"2c",17,0
"Human",62,"2c",18,0
"Human",62,"2c",19,1
"Human",62,"2c",20,1
"Human",62,"4c",1,1
"Human",62,"4c",2,1
"Human",62,"4c",3,1
"Human",62,"4c",4,1
"Human",62,"4c",5,1
"Human",62,"4c",6,1
"Human",62,"4c",7,1
"Human",62,"4c",8,1
"Human",62,"4c",9,0
"Human",62,"4c",10,1
"Human",62,"4c",11,1
"Human",62,"4c",12,1
"Human",62,"4c",13,0
"Human",62,"4c",14,1
"Human",62,"4c",15,1
"Human",62,"4c",16,0
"Human",62,"4c",17,0
"Human",62,"4c",18,0
"Human",62,"4c",19,1
"Human",62,"4c",20,0
"Human",63,"op",1,1
"Human",63,"op",2,1
"Human",63,"op",3,0
"Human",63,"op",4,0
"Human",63,"op",5,0
"Human",63,"op",6,0
"Human",63,"op",7,1
"Human",63,"op",8,0
"Human",63,"op",9,0
"Human",63,"op",10,1
"Human",63,"op",11,0
"Human",63,"op",12,0
"Human",63,"op",13,0
"Human",63,"op",14,1
"Human",63,"op",15,1
"Human",63,"op",16,0
"Human",63,"op",17,0
"Human",63,"op",18,0
"Human",63,"op",19,0
"Human",63,"op",20,0
"Human",63,"2c",1,1
"Human",63,"2c",2,0
"Human",63,"2c",3,1
"Human",63,"2c",4,0
"Human",63,"2c",5,0
"Human",63,"2c",6,0
"Human",63,"2c",7,1
"Human",63,"2c",8,0
"Human",63,"2c",9,0
"Human",63,"2c",10,1
"Human",63,"2c",11,1
"Human",63,"2c",12,1
"Human",63,"2c",13,0
"Human",63,"2c",14,0
"Human",63,"2c",15,1
"Human",63,"2c",16,0
"Human",63,"2c",17,0
"Human",63,"2c",18,1
"Human",63,"2c",19,1
"Human",63,"2c",20,1
"Human",63,"4c",1,1
"Human",63,"4c",2,1
"Human",63,"4c",3,1
"Human",63,"4c",4,0
"Human",63,"4c",5,0
"Human",63,"4c",6,1
"Human",63,"4c",7,1
"Human",63,"4c",8,0
"Human",63,"4c",9,1
"Human",63,"4c",10,1
"Human",63,"4c",11,1
"Human",63,"4c",12,1
"Human",63,"4c",13,1
"Human",63,"4c",14,1
"Human",63,"4c",15,1
"Human",63,"4c",16,0
"Human",63,"4c",17,0
"Human",63,"4c",18,1
"Human",63,"4c",19,0
"Human",63,"4c",20,1
"Human",64,"op",1,1
"Human",64,"op",2,1
"Human",64,"op",3,0
"Human",64,"op",4,1
"Human",64,"op",5,1
"Human",64,"op",6,1
"Human",64,"op",7,1
"Human",64,"op",8,0
"Human",64,"op",9,0
"Human",64,"op",10,0
"Human",64,"op",11,1
"Human",64,"op",12,1
"Human",64,"op",13,0
"Human",64,"op",14,0
"Human",64,"op",15,1
"Human",64,"op",16,0
"Human",64,"op",17,0
"Human",64,"op",18,0
"Human",64,"op",19,0
"Human",64,"op",20,0
"Human",64,"2c",1,1
"Human",64,"2c",2,0
"Human",64,"2c",3,1
"Human",64,"2c",4,1
"Human",64,"2c",5,1
"Human",64,"2c",6,1
"Human",64,"2c",7,1
"Human",64,"2c",8,0
"Human",64,"2c",9,0
"Human",64,"2c",10,0
"Human",64,"2c",11,1
"Human",64,"2c",12,1
"Human",64,"2c",13,1
"Human",64,"2c",14,1
"Human",64,"2c",15,0
"Human",64,"2c",16,1
"Human",64,"2c",17,1
"Human",64,"2c",18,1
"Human",64,"2c",19,0
"Human",64,"2c",20,1
"Human",64,"4c",1,1
"Human",64,"4c",2,1
"Human",64,"4c",3,1
"Human",64,"4c",4,1
"Human",64,"4c",5,1
"Human",64,"4c",6,1
"Human",64,"4c",7,1
"Human",64,"4c",8,0
"Human",64,"4c",9,0
"Human",64,"4c",10,1
"Human",64,"4c",11,1
"Human",64,"4c",12,1
"Human",64,"4c",13,0
"Human",64,"4c",14,1
"Human",64,"4c",15,1
"Human",64,"4c",16,1
"Human",64,"4c",17,0
"Human",64,"4c",18,1
"Human",64,"4c",19,1
"Human",64,"4c",20,1
"Human",65,"op",1,1
"Human",65,"op",2,0
"Human",65,"op",3,0
"Human",65,"op",4,1
"Human",65,"op",5,0
"Human",65,"op",6,0
"Human",65,"op",7,1
"Human",65,"op",8,0
"Human",65,"op",9,0
"Human",65,"op",10,1
"Human",65,"op",11,0
"Human",65,"op",12,1
"Human",65,"op",13,0
"Human",65,"op",14,1
"Human",65,"op",15,1
"Human",65,"op",16,0
"Human",65,"op",17,0
"Human",65,"op",18,1
"Human",65,"op",19,0
"Human",65,"op",20,0
"Human",65,"2c",1,1
"Human",65,"2c",2,0
"Human",65,"2c",3,1
"Human",65,"2c",4,1
"Human",65,"2c",5,0
"Human",65,"2c",6,0
"Human",65,"2c",7,1
"Human",65,"2c",8,1
"Human",65,"2c",9,1
"Human",65,"2c",10,1
"Human",65,"2c",11,1
"Human",65,"2c",12,1
"Human",65,"2c",13,0
"Human",65,"2c",14,1
"Human",65,"2c",15,1
"Human",65,"2c",16,0
"Human",65,"2c",17,0
"Human",65,"2c",18,1
"Human",65,"2c",19,1
"Human",65,"2c",20,1
"Human",65,"4c",1,1
"Human",65,"4c",2,0
"Human",65,"4c",3,0
"Human",65,"4c",4,1
"Human",65,"4c",5,0
"Human",65,"4c",6,1
"Human",65,"4c",7,1
"Human",65,"4c",8,1
"Human",65,"4c",9,0
"Human",65,"4c",10,1
"Human",65,"4c",11,1
"Human",65,"4c",12,1
"Human",65,"4c",13,0
"Human",65,"4c",14,1
"Human",65,"4c",15,1
"Human",65,"4c",16,0
"Human",65,"4c",17,0
"Human",65,"4c",18,1
"Human",65,"4c",19,1
"Human",65,"4c",20,0
"Human",66,"op",1,1
"Human",66,"op",2,1
"Human",66,"op",3,0
"Human",66,"op",4,1
"Human",66,"op",5,1
"Human",66,"op",6,1
"Human",66,"op",7,1
"Human",66,"op",8,0
"Human",66,"op",9,1
"Human",66,"op",10,1
"Human",66,"op",11,1
"Human",66,"op",12,1
"Human",66,"op",13,0
"Human",66,"op",14,1
"Human",66,"op",15,0
"Human",66,"op",16,0
"Human",66,"op",17,0
"Human",66,"op",18,0
"Human",66,"op",19,1
"Human",66,"op",20,1
"Human",66,"2c",1,1
"Human",66,"2c",2,1
"Human",66,"2c",3,1
"Human",66,"2c",4,1
"Human",66,"2c",5,1
"Human",66,"2c",6,1
"Human",66,"2c",7,1
"Human",66,"2c",8,0
"Human",66,"2c",9,1
"Human",66,"2c",10,1
"Human",66,"2c",11,1
"Human",66,"2c",12,1
"Human",66,"2c",13,0
"Human",66,"2c",14,1
"Human",66,"2c",15,0
"Human",66,"2c",16,1
"Human",66,"2c",17,0
"Human",66,"2c",18,1
"Human",66,"2c",19,1
"Human",66,"2c",20,1
"Human",66,"4c",1,1
"Human",66,"4c",2,1
"Human",66,"4c",3,1
"Human",66,"4c",4,1
"Human",66,"4c",5,1
"Human",66,"4c",6,1
"Human",66,"4c",7,1
"Human",66,"4c",8,1
"Human",66,"4c",9,1
"Human",66,"4c",10,1
"Human",66,"4c",11,1
"Human",66,"4c",12,1
"Human",66,"4c",13,1
"Human",66,"4c",14,1
"Human",66,"4c",15,1
"Human",66,"4c",16,0
"Human",66,"4c",17,0
"Human",66,"4c",18,1
"Human",66,"4c",19,1
"Human",66,"4c",20,1
"Human",67,"op",1,1
"Human",67,"op",2,1
"Human",67,"op",3,0
"Human",67,"op",4,1
"Human",67,"op",5,1
"Human",67,"op",6,1
"Human",67,"op",7,1
"Human",67,"op",8,1
"Human",67,"op",9,0
"Human",67,"op",10,1
"Human",67,"op",11,1
"Human",67,"op",12,1
"Human",67,"op",13,1
"Human",67,"op",14,1
"Human",67,"op",15,1
"Human",67,"op",16,0
"Human",67,"op",17,0
"Human",67,"op",18,0
"Human",67,"op",19,1
"Human",67,"op",20,0
"Human",67,"2c",1,1
"Human",67,"2c",2,0
"Human",67,"2c",3,1
"Human",67,"2c",4,1
"Human",67,"2c",5,1
"Human",67,"2c",6,1
"Human",67,"2c",7,1
"Human",67,"2c",8,1
"Human",67,"2c",9,0
"Human",67,"2c",10,1
"Human",67,"2c",11,1
"Human",67,"2c",12,1
"Human",67,"2c",13,1
"Human",67,"2c",14,1
"Human",67,"2c",15,1
"Human",67,"2c",16,0
"Human",67,"2c",17,1
"Human",67,"2c",18,1
"Human",67,"2c",19,1
"Human",67,"2c",20,1
"Human",67,"4c",1,1
"Human",67,"4c",2,1
"Human",67,"4c",3,1
"Human",67,"4c",4,1
"Human",67,"4c",5,1
"Human",67,"4c",6,1
"Human",67,"4c",7,1
"Human",67,"4c",8,1
"Human",67,"4c",9,1
"Human",67,"4c",10,1
"Human",67,"4c",11,1
"Human",67,"4c",12,1
"Human",67,"4c",13,1
"Human",67,"4c",14,1
"Human",67,"4c",15,1
"Human",67,"4c",16,0
"Human",67,"4c",17,0
"Human",67,"4c",18,1
"Human",67,"4c",19,1
"Human",67,"4c",20,1
"Human",68,"op",1,1
"Human",68,"op",2,0
"Human",68,"op",3,0
"Human",68,"op",4,0
"Human",68,"op",5,0
"Human",68,"op",6,1
"Human",68,"op",7,1
"Human",68,"op",8,0
"Human",68,"op",9,0
"Human",68,"op",10,0
"Human",68,"op",11,0
"Human",68,"op",12,1
"Human",68,"op",13,1
"Human",68,"op",14,1
"Human",68,"op",15,0
"Human",68,"op",16,1
"Human",68,"op",17,0
"Human",68,"op",18,0
"Human",68,"op",19,0
"Human",68,"op",20,0
"Human",68,"2c",1,1
"Human",68,"2c",2,1
"Human",68,"2c",3,1
"Human",68,"2c",4,1
"Human",68,"2c",5,0
"Human",68,"2c",6,1
"Human",68,"2c",7,1
"Human",68,"2c",8,1
"Human",68,"2c",9,0
"Human",68,"2c",10,0
"Human",68,"2c",11,1
"Human",68,"2c",12,1
"Human",68,"2c",13,1
"Human",68,"2c",14,1
"Human",68,"2c",15,1
"Human",68,"2c",16,1
"Human",68,"2c",17,1
"Human",68,"2c",18,1
"Human",68,"2c",19,0
"Human",68,"2c",20,0
"Human",68,"4c",1,1
"Human",68,"4c",2,0
"Human",68,"4c",3,1
"Human",68,"4c",4,1
"Human",68,"4c",5,1
"Human",68,"4c",6,1
"Human",68,"4c",7,1
"Human",68,"4c",8,1
"Human",68,"4c",9,1
"Human",68,"4c",10,1
"Human",68,"4c",11,1
"Human",68,"4c",12,1
"Human",68,"4c",13,1
"Human",68,"4c",14,1
"Human",68,"4c",15,1
"Human",68,"4c",16,0
"Human",68,"4c",17,0
"Human",68,"4c",18,1
"Human",68,"4c",19,1
"Human",68,"4c",20,0
"Human",69,"op",1,1
"Human",69,"op",2,1
"Human",69,"op",3,0
"Human",69,"op",4,0
"Human",69,"op",5,0
"Human",69,"op",6,1
